taxa_name	pectoral_fin	pelvic_fin	
Hypentelium_nigricans	?	1	
Cyprinella_pyrrhomelas	1	1	
Boraras_maculatus	1	?	
Silurus_mento	1	?	
Notropis_wickliffi	1	1	
Anchoa_compressa	1	1	
Psettodes_erumei	?	1	
Bryconops_affinis	1	1	
Hybognathus_placitus	1	1	
Notropis_heterodon	1	1	
Corydoras_barbatus_sp._II_(Britto_2003)	1	?	
Notropis_nubilus	1	1	
Scardinius_erythrophthalmus	?	1	
Notropis_stramineus	1	1	
Cyprinella_camura	1	1	
Corydoras_habrosus	1	?	
Enchodus_gracilis	1	1	
Laemolyta_taeniata	?	1	
Ptychocheilus_grandis	1	1	
Phoxinus_perenurus	1	1	
Anchoa_spinifer	?	1	
Orthodon_microlepidotus	1	1	
Citharus_linguatula	1	1	
Rineloricaria_lanceolata	1	1	
Microlepidogaster_perforatus	1	?	
Chasmistes_cujus	?	1	
Planaltina_myersi	?	1	
Lythrurus_fasciolaris	?	1	
Tatia_neivai	1	?	
Trachydoras_microstomus	1	1	
Lythrurus_ardens	1	1	
Corydoras_ehrhardti	1	?	
Cyprinella_labrosa	1	1	
Luxilus_albeolus	1	1	
Macrurocyttus	1	1	
Stolothrissa_tanganicae	?	1	
Centromochlus_perugiae	1	?	
Hydrocynus_forskahlii	1	1	
Pimephales_vigilax	1	1	
Notropis_scepticus	1	1	
Schizodon_scotorhabdotus	?	1	
Pogonichthys_macrolepidotus	1	1	
Scoloplax_dolicholophia	1	?	
Harpagifer_antarcticus	1	?	
Ageneiosus_atronasus	?	1	
Nocomis_biguttatus	1	1	
Gephyrocharax_valencia	?	1	
Pseudotothyris_obtusa	1	?	
Lebiasina_bimaculata	1	1	
Lasiancistrus_caucanus	1	1	
Leporinus_jatuncochi	?	1	
Spratelloides_delicatulus	?	1	
Limnothrissa_miodon	?	1	
"Cetopsidium_sp._(de_Pinna,_Ferraris_and_Vari_2007)"	1	1	
Anchoviella_carrikeri	?	1	
Thoburnia_hamiltoni	?	1	
Elassoma	?	1	
Ancharius	1	1	
Cyprinella_formosa	1	1	
Characidium_sp._(Fink_and_Fink_1981)	1	1	
Opsariichthys_sp._(Cavender_and_Coburn_1992)	?	1	
Synaptolaemus_cingulatus	?	1	
Hisonotus_taimensis	1	?	
Melamphaes	?	1	
Parotocinclus_collinsae	1	?	
Lythrurus_umbratilis	1	1	
Hisonotus_notatus	1	?	
Schizodon_isognathus	?	1	
Rhinichthys_osculus	1	1	
Notropis_xaenocephalus	1	1	
Yasuhikotakia_modesta	1	1	
Erethistes_sp._(de_Pinna_1996)	1	?	
Pseudotrematomus_scotti	1	?	
Ogilbyina	1	1	
Esox_sp._(Fink_and_Fink_1981)	1	1	
Channichthys_rhinoceratus	1	1	
Rasbora_dusonensis_2_(Cavender_and_Coburn_1992)	?	1	
Micralestes_cf._acutidens_(Zanata_and_Vari_2005)	1	1	
Luxilus_chrysocephalus	1	1	
Agosia_chrysogaster	1	1	
Corydoras_trilineatus	1	?	
Hoplerythrinus_unitaeniatus	1	1	
Malapteruridae	1	?	
Odontostilbe_dialeptura	?	1	
Corydoras_napoensis	1	?	
Corydoras_gracilis	1	?	
Brycinus_derhami	1	1	
Hesperoleucus_symmetricus	1	1	
Aspidoras_virgulatus	1	?	
Notropis_ariommus	1	1	
Notropis_semperasper	1	1	
Notropis_texanus	1	1	
Notropis_girardi	1	1	
Notropis_perpallidus	1	1	
Anchovia_surinamensis	?	1	
Landonia_latidens	?	1	
Mimagoniates_lateralis	?	1	
Cheimarrichthyidae	1	?	
Pimephales_tenellus	1	1	
Garra_sp._(Coburn_and_Cavender_1992)	?	1	
Micralestes_elongatus	1	1	
Distichodus_maculatus	1	1	
Anchoviella_jamesi	?	1	
Cyclocheilichthys_furcatus	?	1	
Bunocephalus_sp._3_(Chen_1994)	1	?	
Neoplecostomus_sp._(Britto_2003)	1	?	
Artedidraconidae	1	?	
Corydoras_zygatus	1	?	
Lycothrissa_crocodilus	?	1	
Lindbergichthys_nudifrons	1	?	
Cyprinus	?	1	
Antennariidae	1	1	
Elassodiscus_caudatus	1	?	
Moxostoma_lacerum	?	1	
Silurus_grahami	1	?	
Loricariichthys_sp._(Schaefer_1987)	1	1	
Astroblepus_sp._(Britto_2003)	1	?	
Farlowella_sp._(Schaefer_1987)	1	1	
Cichlasoma_urophthalmum	?	1	
Loricariidae	1	?	
Catostomus_sp._(Fink_and_Fink_1981)	1	1	
Anchoviella_lepidentostole	?	1	
Scopelarchidae	1	1	
Cetopsis_othonops	1	1	
Pteragogus	1	1	
Centroberyx	?	1	
Schizodon_knerii	?	1	
Notropis_bairdi	1	1	
Leporinus_cf._fasciatus_(Sidlauskas_and_Vari_2008)	?	1	
Ctenolucius_sp._(Fink_and_Fink_1981)	1	1	
Careproctus_melanurus	1	?	
Moclaybalistes_danekrus	?	1	
Doradidae	1	?	
Dorosoma_cepedianum	?	1	
Aspidoras_rochai	1	?	
Plotosidae	1	?	
Ariidae	1	?	
Barbus_barbus	1	1	
Notropis_chrosomus	1	1	
Dinoperca	?	1	
Hypophthalmidae	1	?	
Catostomus_fumeiventris	?	1	
Ilisha_amazonica	?	1	
Pagothenia_borchgrevinki	1	?	
Gephyrocharax_whaleri	?	1	
Psetta_maxima	?	1	
Rivulus_breviceps	1	1	
Myctophidae	?	1	
Farlowella_sp._(Britto_2003)	1	?	
Cetopsidae	1	?	
Microthrissa_royauxi	?	1	
Algansea_lacustris	1	1	
Lepidonotothen	1	?	
Notropis_potteri	1	1	
Acanthomorpha	?	1	
Centromochlus_reticulatus	1	?	
Pleuragramma_antarctica	1	?	
Ptychocharax_rhyacophila	?	1	
Lepthoplosternum_pectorale	1	?	
Hypoptopoma_gulare	1	?	
Pimephales_notatus	1	1	
Boraras_brigittae	1	?	
Petulanos_plicatus	?	1	
Notropis_heterolepis	1	1	
Brevoortia_pectinata	?	1	
Cichlasoma_ornatum	?	1	
Hozukius_guyotensis	1	?	
Alestopetersius_hilgendorfi	1	1	
Caenotropus_mestomorgmatos	?	1	
Laemolyta_garmani	?	1	
Leporinus_agassizii	?	1	
Moxostoma_mascotae	?	1	
Scleropages_formosus	1	1	
Corydoras_bertoni	1	?	
Liobagrus_marginatus	1	?	
Erethistidae	1	?	
Albula_sp._(Fink_and_Fink_1981)	1	1	
Microdevario_kubotai	1	?	
Corydoras_axelrodi	1	?	
Rasbora_vaterifloris	1	?	
Dianema_urostriatum	1	1	
Esox_reichertii	?	1	
Parodon_caliensis	1	1	
Elassodiscus_tremebundus	1	?	
Monacanthus_ciliatus	?	1	
Notropis_chiliticus	1	1	
Ageneiosus_pardalis	?	1	
Acrobrycon_sp._(Burns_et_al_1995)	?	1	
Alosa_mediocris	?	1	
Lile_stolifera	?	1	
Brycinus_kingsleyae	1	1	
Leporinus_ortomaculatus	?	1	
Moxostoma_valenciennesi	?	1	
Indonotothenia	1	?	
Devario_malabaricus	?	1	
Copionodon_orthiocarinatus	1	?	
Parasilurus_asotus	1	1	
Cetengraulis_edentulus	?	1	
Pseudanos_trimaculatus	?	1	
Brachypetersius_altus	1	1	
Gila_pandora	?	1	
Hybopsis_rubrifrons	1	1	
Brachypetersius_gabonensis	1	1	
Clupeichthys_bleekeri	?	1	
Pteronotropis_hypselopterus	1	1	
Parachela_oxygastroides	?	1	
Lepidoblepharon_ophthalmolepis	?	1	
Ixinandria_sp._(Britto_2003)	1	?	
Corydoras_leucomelas	1	?	
Erimystax	1	?	
Ictalurus_pricei	1	1	
Squalius_pyrenaicus	?	1	
Iotabrycon_praecox	?	1	
Chlorophthalmidae	?	1	
Leporinus_tigrinus	?	1	
Phenacobius_mirabilis	1	1	
Mirapinnidae	?	1	
Diplomystidae	1	?	
Neoscopelidae	?	1	
Notropis_buchanani	1	1	
Petrocephalus	?	1	
Gephyrocharax_chocoensis	?	1	
Liparis_fabricii	1	?	
Tatia_boemia	1	?	
Distichodus_notospilus	1	1	
Hisonotus_nigricauda	1	?	
Moxostoma_lachneri	?	1	
Notropis_hypsilepis	1	1	
Cottoperca_gobio	1	?	
Notropis_nazas	1	1	
Ictaluridae	1	?	
Schistura_spilota	1	1	
Grundulus_bogotensis	1	1	
Veliferidae	?	1	
Corydoras_arcuatus	1	?	
Algansea_barbata	1	1	
Carpiodes_carpio	1	1	
Danio_erythromicron	1	?	
Clupea_pallasii	?	1	
Lipopterichthys_sp._(Britto_2003)	1	?	
Lythrurus_roseipinnis	1	1	
Pogonophryne_scotti	1	?	
Corydoras_haraldschultzi	1	?	
Bathysauridae	?	1	
Chaetostoma_fischeri	1	1	
Micralestes_occidentalis	1	1	
Enchodus_petrosus	1	1	
Agoniates_anchovia	1	?	
Corydoras_eques	1	?	
Brycon_sp._(Lucena_and_Menezes_1998)	1	?	
Otothyris_sp._(Schaefer_1991)	1	?	
Catostomus_tahoensis	?	1	
Cypriniformes	1	1	
Myxocyprinus_asiaticus	1	1	
Prochilodus_lineatus	1	1	
Masturus_lanceolatus	1	?	
Trachinidae	1	?	
Notropis_sallaei	?	1	
Anisochromis	1	1	
Xenolepidichthys	?	1	
Olyridae	1	?	
Clinostomus_funduloides	1	1	
Gephyrocharax_caucanus	?	1	
Batrochoglanis_villosus	1	?	
Hollandichthys_multifasciatus	?	1	
Trachichthyidae	?	1	
Liparis_inquilinus	1	?	
Oxycheilinus_orientalis	1	1	
Corydoras_xinguensis	1	?	
Campostoma_ornatum	1	1	
Cathorops_spixii	1	1	
Bunocephalus_sp._2_(Chen_1994)	1	?	
Rhytiodus_lauzannei	?	1	
Sardina_pilchardus	?	1	
Brycon_sp._(Fink_and_Fink_1981)	1	1	
Catostomus_ardens	?	1	
Notropis_greenei	1	1	
Ichthyborus_sp._(Fink_and_Fink_1981)	1	1	
Hypoptopoma_sp._(Britto_2003)	1	?	
Rita_sp._(Kailola_2004)	1	1	
Amphilophus_hogaboomorum	?	1	
Oxycheilinus_celebicus	1	1	
Homaloptera_sp._(Fink_and_Fink_1981)	1	1	
Rhinichthys_cataractae	1	1	
Aulichthys	?	1	
Rhinichthys_atratulus	1	1	
Minytrema_melanops	?	1	
Corydoras_guapore	1	?	
Rhynchocypris	1	?	
Pseudotrematomus	1	?	
Petersius_conserialis	1	1	
Argopleura_sp._(Weitzman_and_Fink_1985)	?	1	
Catostomus_clarkii	?	1	
Holocentridae	?	1	
Aethotaxis_mitopteryx	1	?	
Nototheniops_nybelini	1	?	
Psednos_melanocephalus	1	?	
Corydoras_pygmaeus	1	?	
Neosilurus_sp._(Kailola_2004)	1	1	
Percomorpha	?	1	
Gephyrocharax_melanocheir	?	1	
Catostomus_santaanae	?	1	
Helicolenus_hilgendorfii	1	?	
Parapsettus_panamensis	1	1	
Rhodeus_ocellatus	?	1	
Nototheniops	1	?	
Doratonotus	1	1	
Lipopterichthys_carrioni	1	1	
Algansea_aphanea	1	1	
Opisthonema_berlangai	?	1	
Oxyropsis_wrightiana	1	1	
Brycon_dentex	1	1	
Cyclocheilichthys_enoplos	?	1	
Tomocichla_sieboldii	?	1	
Pteronotropis_hubbsi	1	1	
Gibberichthys	?	1	
Anchoa_januaria	?	1	
Schilbe_laticeps	1	1	
Amblycipitidae	1	?	
Cyttidae	?	1	
Neoplecostomus_paranensis	1	1	
Hybopsis_amnis	1	1	
Vieja_fenestrata	?	1	
Heteropneustidae	1	?	
Steindachnerina_elegans	1	1	
Laeviscutella_dekimpei	?	1	
Hypsophrys_nicaraguensis	?	1	
Yuriria_alta	1	1	
Mastacembelus_vanderwaali	1	?	
Ancistrus_chagresi	1	1	
Anodus_elongatus	1	1	
Anostomus_anostomus	?	1	
Lythrurus_alegnotus	?	1	
Pseudocheilinus	1	1	
Pseudotocinclus_tietensis	1	?	
Corydoras_stenocephalus	1	?	
Deltistes_luxatus	?	1	
Aspidoras_belenos	1	?	
Thryssa_mystax	?	1	
Hypostomus_margaritifer	1	?	
Curimata_macrops	1	1	
Mochokidae	1	?	
Gephyrocharax_intermedius	?	1	
Leporinus_gomesi	?	1	
Protacanthodes_ombonii	?	1	
Chacidae	1	?	
Leucaspius_delineatus	?	1	
Tatia_gyrina	1	?	
Hyperlophus_vittatus	?	1	
Campostoma_oligolepis	1	1	
Margariscus	1	?	
Centromochlus_schultzi	1	?	
Barbonymus_schwanenfeldii	?	1	
Algansea_popoche	1	1	
Odaxothrissa_mento	?	1	
Sisoridae	1	?	
Paraliparis_bathybius	1	?	
Heterocheirodon	?	1	
Nematalosa_erebi	?	1	
Richardsonius_balteatus	1	1	
Oxycheilinus_bimaculatus	1	1	
Nandopsis_haitiensis	?	1	
Aspredinidae	1	?	
Macrotocinclus_flexilis	1	?	
Exoglossum	1	?	
Channichthyidae	1	?	
Notropis_candidus	1	1	
Symphodus	1	1	
Plagiotremus_azaleus	?	1	
Ichthyborus_ornatus	1	1	
Xyliphius_sp._(Chen_1994)	1	?	
Plagiotremus_goslinei	?	1	
Erimyzon_oblongus	1	1	
Centromochlus_concolor	1	?	
Glandulocauda_melanogenys	?	1	
Akysidae	1	?	
Amatitlania_nigrofasciata	?	1	
Phenacobius_uranops	1	1	
Notropis_dorsalis	1	1	
Anoplogastridae	?	1	
Rharbichthys_ferox	1	1	
Cheilinus_chlorourus	1	1	
Glandulocauda_melanopleura	?	1	
Parotocinclus_sp._(Britto_2003)	1	?	
Luxilus_zonistius	1	1	
Notropis_atrocaudalis	1	1	
Alestes_macrophthalmus	1	1	
Eumicrotremus_orbis	1	?	
Pterothrissus	?	1	
Astroblepus_orientalis	1	?	
Citharinus_sp._(Sidlauskas_and_Vari_2008)	?	1	
Monocentridae	?	1	
Santanaclupea	?	1	
Parotocinclus_sp._(Schaefer_1991)	1	?	
Cephalosilurus_albomarginatus	1	?	
Abramites_hypselonotus	?	1	
Pseudotrichonotidae	?	1	
Parachaenichthys_charcoti	1	?	
Vomeridens_infuscipinnis	1	?	
Anchoa_lamprotaenia	?	1	
Gobionotothen	1	?	
Microlepidogaster_sp._(Schaefer_1991)	1	?	
Catostomus_leopoldi	?	1	
Phoxinus_neogaeus	1	1	
Albula_vulpes	?	1	
Notropis_telescopus	1	1	
Phoxinus_oreas	1	1	
Sturisoma_sp._(Schaefer_1987)	1	1	
Trichomycterus_zonatus	1	?	
Dissostichus	1	?	
Mylopharodon_conocephalus	1	1	
Mesoborus_sp._(Fink_and_Fink_1981)	1	1	
Oxycheilinus_mentalis	1	1	
Boraras_urophthalmoides	1	?	
Hybognathus_sp._(Coburn_and_Cavender_1992)	?	1	
Spintherobolus_papilliferus	?	1	
Paraliparis_garmani	1	?	
Careproctus_rastrinus	1	?	
Thryssa_hamiltonii	?	1	
Bryconamericus_brevirostris	1	1	
Moxostoma_anisurum	?	1	
New_genus_(Schaefer_1991)	1	?	
Histiodraco_velifer	1	?	
Couesius	1	?	
Herichthys_bartoni	?	1	
Diretmidae	?	1	
Notropis_amoenus	1	1	
Cheilinus_trilobatus	1	1	
Gnathodolus_bidens	?	1	
Leporinus_friderici	?	1	
Parotocinclus_polyochrus	1	?	
Oreosomatidae	1	1	
Centromochlus_sp._(Rio_Negro)_(Royero_1999)	1	1	
Tribolodon	1	?	
Cichlasoma_atromaculatum	?	1	
Hybopsis_winchelli	1	1	
Argopleura_magdalenensis	?	1	
Konosirus_punctatus	?	1	
Cheirodon_pisciculus	?	1	
Thorichthys_affinis	?	1	
Argopleura_diquensis	?	1	
Odontostilbe_fugitiva	?	1	
Anchoa_marinii	?	1	
Danio_margaritatus	1	?	
Notropis_blennius	1	1	
Notropis_altipinnis	1	1	
Stephanolepis_hispidus	?	1	
Sinogastromyzon_puliensis	1	1	
Notropis_ortenburgeri	1	1	
Pimelodidae	1	?	
Labracinus	1	1	
Eremichthys	1	?	
Catostomus_occidentalis	?	1	
Sebastiscus_marmoratus	1	?	
Relictus_solitarius	1	1	
Triacanthodes_anomalus	?	1	
Notropis_jemezanus	1	1	
Notropis_maculatus	1	1	
Catostomus_platyrhynchus	?	1	
Astroblepus_boulengeri	1	1	
Phenacobius_crassilabrum	1	1	
Patagonotothen_ramsayi	1	?	
Pseudocheilinops	1	1	
Astroblepidae	1	?	
Compsura_gorgonae	?	1	
Notothenia	1	?	
Cheilinus_oxycephalus	1	1	
Anostomus_ternetzi	?	1	
Apareiodon_sp._(Fink_and_Fink_1981)	1	1	
Pseudopimelodus_mangurus	1	?	
Nipponocypris_temminckii	1	1	
Megalops_sp._(Fink_and_Fink_1981)	1	1	
Otocinclus_sp._(Schaefer_1987)	1	1	
Ilisha_africana	?	1	
Nematalosa_papuensis	?	1	
Erimyzon_tenuis	?	1	
Rasbora_dusonensis	?	1	
Berycidae	?	1	
Algansea_tincella	1	1	
Rondeletiidae	?	1	
Notropis_rubricroceus	?	1	
Enchodus_venator	1	1	
Dissostichus_mawsoni	1	?	
Lamontichthys_filamentosus	1	1	
Cheirodontops_geayi	?	1	
Eospinus_daniltshenkoi	?	1	
Aethotaxis	1	?	
Microglanis_aff._iberingi_(Shibatta_1998)	1	?	
Cheilinus_fasciatus	1	1	
Kronichthys_heylandi	1	1	
Macropsobrycon_uruguayanae	?	1	
Gila_robusta	?	1	
Carpiodes_velifer	?	1	
Chasmistes_liorus	?	1	
Hypostomus_sp._(Schaefer_1987)	1	1	
Dianema_sp._(Kailola_2004)	1	1	
Saccoderma_melanostigma	?	1	
Distichodus_sp._(Sidlauskas_and_Vari_2008)	?	1	
Tinca_tinca	?	1	
Laemolyta_proxima	?	1	
Cichlasoma_salvini	?	1	
Rhamdia_sp._(Kailola_2004)	1	1	
Hypomasticus_megalepis	?	1	
Cygnodraco_mawsoni	1	?	
Sardinella_albella	?	1	
Brachymystax_lenok	1	1	
Stolephorus_indicus	?	1	
Uranoscopidae	1	?	
Hypoptopoma_steindachneri	1	?	
Richardsonius_egregius	1	1	
Parazenidae	1	1	
Prohollardia_avita	?	1	
Mylocheilus_caurinus	1	1	
Notothenia_coriiceps	1	?	
Moxostoma_hubbsi	?	1	
Iracema_caiana	1	?	
Aphyocheirodon_hemigrammus	?	1	
Hoplostethus	?	1	
Wetmorella_nigropinnata	1	1	
Liparis_pulchellus	1	?	
Pseudobagarius_baramensis	1	?	
Percophidae	1	?	
Plagiotremus_phenax	?	1	
Palaeolycus_dreginensis	1	1	
Evermannellidae	1	1	
Eurypholis_pulchellus	1	1	
Plagiotremus_laudandus	?	1	
Limatulichthys_griseus	1	1	
Serrapinnus	?	1	
Zeidae	1	1	
Cyprinella	1	?	
Tomocichla_tuba	?	1	
Assiculoides	1	1	
Parotocinclus_spilosoma	1	?	
Tautoga	1	1	
Genus_C_species_C_(Malabarba_1998)	?	1	
Alosa_caspia	?	1	
Semaprochilodus_insignis	?	1	
Pseudanos_gracilis	?	1	
Ipnopidae	?	1	
Iotichthys_phlegethontis	1	1	
Heptapteridae	1	?	
Curimatopsis_microlepis	?	1	
Labrus	1	1	
Alepisauridae	1	1	
Indostomidae	1	1	
Amphiliidae	1	?	
Lycenchelys_maculata	?	1	
Ichthyodectiformes	1	?	
Poecilocharax_sp._(Fink_and_Fink_1981)	1	1	
Chasmistes_brevirostris	?	1	
Oxycheilinus_arenatus	1	1	
Leporinus_cf._moralesi_(Sidlauskas_and_Vari_2008)	?	1	
Brachionichthyidae	1	?	
Protacanthodes_nimesensis	?	1	
Potamalosa_richmondia	?	1	
Bovichtus_variegatus	1	?	
Citharoides_macrolepis	?	1	
Leporinus_cf._ecuadorensis_(Sidlauskas_and_Vari_2008)	?	1	
Lepidonotothen_squamifrons	1	?	
Moxostoma_rupiscartes	?	1	
Moringua_edwardsi	1	?	
Wetmorella_albofasciata	1	1	
Kolpotocheirodon_theloura	?	1	
Congiopodus_peruvianus	1	?	
Prodontocharax_melanotus	?	1	
Dorosoma_smithi	?	1	
Barbus_callensis	1	1	
Euchiloglanis_kishinouyei	1	?	
Nandopsis_tetracanthus	?	1	
Vieja_maculicauda	?	1	
Chaunacidae	1	?	
Ethmalosa_fimbriata	?	1	
Moxostoma_robustum	?	1	
Cichlasoma_istlanum	?	1	
Lophiidae	1	?	
Pseudanos_winterbottomi	?	1	
Thoburnia_rhothoeca	?	1	
Vieja_synspila	?	1	
Nanocheirodon	?	1	
Cichlasoma_festae	?	1	
Pagothenia	1	?	
Acanthopleurus_serratus	?	1	
Notothenia_rossii	1	?	
Cheilinus_abudjubbe	1	1	
Pseudaphritis_urvillii	1	?	
Chlidichthys	1	1	
Mastacembelus_moorii	1	?	
Thoburnia_atripinnis	?	1	
Pseudocheirodon_arnoldi	?	1	
Careproctus_cypselurus	1	?	
Paracheilinus	1	1	
Malacosteus_niger	1	1	
Moxostoma_austrinum	?	1	
Paraliparis_copei	1	?	
Trichonotidae	1	?	
Carpathospinosus_propheticus	?	1	
Microglanis_cibelae	1	?	
Cichlasoma_ramsdeni	?	1	
Amsichthys_knighti	1	1	
Mastacembelus_goro	1	?	
Parabathymyrus	1	?	
Mastacembelus_platysoma	1	?	
Oxycheilinus_unifasciatus	1	1	
Parachromis_loisellei	?	1	
Dionda	1	?	
Petenia_splendida	?	1	
Schizodon_nasutus	?	1	
Mastacembelus_nigromarginatus	1	?	
Amphilophus_robertsoni	?	1	
Amphilophus_macracanthus	?	1	
Leporellus_pictus	?	1	
Anabantidae	1	1	
Parachromis_motaguensis	?	1	
Catostomus_discobolus	?	1	
Catostomus_plebeius	?	1	
Barbourisiidae	?	1	
Pseudopimelodidae	1	?	
Lophichthyidae	1	?	
Catostomus_latipinnis	?	1	
Cheilinus_undulatus	1	1	
Regalecidae	?	1	
Odontostilbe_mitoptera	?	1	
Trematomus	1	?	
Margariscus_margarita	?	1	
Boraras_merah	1	?	
Austroglanididae	1	?	
Herklotsichthys_dispilonotus	?	1	
Megacheirodon_unicus	?	1	
Synodontidae	?	1	
Lubbockichthys	1	1	
Moxostoma_congestum	?	1	
Hypentelium_etowanum	?	1	
Parotocinclus_jimi	1	?	
Akysis_sp._2_(Chen_1994)	1	?	
Balistes_vetula	?	1	
Nematogenyidae	1	?	
Petulanos_intermedius	?	1	
Cichlasoma_grammodes	?	1	
Schuettea	1	1	
Rhytiodus_argenteofuscus	?	1	
Hemiodus_argenteus	?	1	
Mastacembelus_albomaculatus	1	?	
Pangasiidae	1	?	
Cryptobalistes_brevis	?	1	
Herklotsichthys_punctatus	?	1	
Enchodus_marchesettii	1	1	
Ogcocephalidae	1	?	
Ictiobus_cyprinellus	?	1	
Cephalosilurus_fowleri	1	?	
Champsodontidae	1	?	
Stomias_boa	1	1	
Tharsis	1	?	
Coregonus_sp._(Fink_and_Fink_1981)	1	1	
Balistomorphus_orbiculatus	?	1	
Herichthys_steindachneri	?	1	
Sebastes_owstoni	1	?	
Aulopidae	?	1	
Harpagiferidae	1	?	
Moxostoma_poecilurum	?	1	
Sebastes_vulpes	1	?	
Claroteidae	1	?	
Bathymyrus	1	?	
Gila_crassicauda	1	?	
Varasichthyidae	1	?	
Dactylopteridae	?	1	
Cheilinus_lunulatus	1	1	
Mastacembelus_flavidus	1	?	
Balistomorphus_ovalis	?	1	
Patagonotothen	1	?	
Plagiotremus_tapeinosoma	?	1	
Mastacembelus_tanganicae	1	?	
Arnoglossus_laterna	?	1	
Microglanis_parahybae	1	?	
Mastacembelus_batesii	1	?	
Acinocheirodon_melanogramma	?	1	
Thorichthys_meeki	?	1	
Assiculus	1	1	
Parachromis_dovii	?	1	
Pseudochromis	1	1	
Acanthopleurus_trispinosus	?	1	
Triglidae	1	?	
Herichthys_cyanoguttatus	?	1	
Acanthopleurus_collettei	?	1	
Parachromis_managuensis	?	1	
Triacanthus_biaculeatus	?	1	
Moxostoma_ariommum	?	1	
Cichla_ocellaris	?	1	
Pinguipedidae	1	?	
Acanthuridae	1	1	
Mastacembelus_loennbergii	1	?	
Luxilus_cornutus	1	?	
Bolcabalistes_varii	?	1	
Mastacembelus_frenatus	1	?	
Mastacembelus_cunningtoni	1	?	
Mastacembelus_brichardi	1	?	
Bleekeria	?	1	
Pectinochromis_lubbocki	1	1	
Mastacembelus_ellipsifer	1	?	
Adelosebastes_latens	1	?	
Lacantuniidae	1	?	
Cichlasoma_trimaculatum	?	1	
Pseudoplesiops	1	1	
Parachromis_friedrichsthalii	?	1	
Ariosoma	1	?	
Mastacembelus_flavomarginatus	1	?	
Simenchelys_parasitica	1	?	
Cryptoheros_spilurus	?	1	
Eoplectus_bloti	?	1	
Plagiotremus	1	?	
Derepodichthys	?	1	
Cichlasoma_facetum	?	1	
Oligobalistes_robustus	?	1	
Mastacembelus_stappersii	1	?	
Protriacanthus_gortanii	?	1	
Balistapus_undulatus	?	1	
Plagiotremus_townsendi	?	1	
Plagiotremus_rhinorhynchos	?	1	
Paraconger	1	?	
Chiloconger	1	?	
