taxa_name	pelvic fin	pectoral fin	
Neoplecostomus sp. (Schaefer 1991)	?	1	
Creagrutus taphorni	?	?	
Corydoras acutus	?	1	
Novumbra hubbsi	1	?	
Chromobotia macracanthus	1	1	
Moxostoma duquesnii	1	?	
Tatia intermedia	1	1	
Laemolyta orinocensis	1	?	
Mystus sp. (Kailola 2004)	1	1	
Exastilithoxus sp. (Armbruster 2004)	1	1	
Gephyrocharax venezuelae	1	?	
Pseudochondrostoma polylepis	1	?	
Alestes bimaculatus	1	1	
Brachypleura novaezeelandiae	1	1	
Gvozdarus	?	1	
Amyzon	?	?	
Corynopoma riisei	1	?	
Paranotothenia	?	1	
Liobagrus marginatoides	?	1	
Curimata inornata	1	?	
Mastacembelus plagiostomus	?	1	
Galaxias platei	1	1	
Erethistes sp. (Chen 1994)	?	1	
Chrysobrycon hesperus	1	?	
Exostoma sp. (Chen 1994)	?	1	
Trachelyopterus striatulus	1	?	
Notropis hudsonius	1	1	
Gymnocorymbus sp. (Fink and Fink 1981)	1	1	
Setipinna melanochir	?	?	
Amblyceps murraystuarti	?	1	
Hypostomus emarginatus 1 (Armbruster 2004)	1	1	
Notropis longirostris	1	1	
Meda fulgida	?	?	
Acrochordonichthys ischnosoma	?	1	
Trachycorystes trachycorystes	1	1	
Notropis oxyrhynchus	1	1	
Phoxinus cumberlandensis	1	1	
Cyprinella callisema	?	?	
Ilisha melastoma	1	?	
Pseudotatia parva	1	1	
Cypho	1	1	
Genus 6 sp. (Bockmann 1998)	1	1	
Diapoma speculiferum	1	?	
Potamorhina laticeps	1	?	
Nannothrissa parva	1	?	
Pterygoplichthys punctatus	1	1	
Hysteronotus sp. (Weitzman and Menezes 1998)	1	?	
Rhinoliparis barbulifer	?	1	
Trichomycterus mirissumba	?	1	
Cirrhilabrus	1	1	
Cyprinella lutrensis	1	1	
Luxilus cerasinus	1	1	
Compsura heterura	1	?	
Creagrutus calai	?	?	
Ancistrus sp. (Britto 2003)	?	1	
Hypentelium nigricans	1	?	
Cyprinella pyrrhomelas	1	1	
Paracrossochilus vittatus	?	?	
Boraras maculatus	?	1	
Silurus mento	?	1	
Notropis wickliffi	1	1	
Anchoa compressa	1	1	
Creagrutus flavescens	?	?	
Psettodes erumei	1	?	
Bryconops affinis	1	1	
Hybognathus placitus	1	1	
Notropis heterodon	1	1	
Corydoras barbatus sp. II (Britto 2003)	?	1	
Notropis nubilus	1	1	
Scardinius erythrophthalmus	1	?	
Notropis stramineus	1	1	
Cyprinella camura	1	1	
Corydoras habrosus	?	1	
Enchodus gracilis	1	1	
Laemolyta taeniata	1	?	
Ptychocheilus grandis	1	1	
Phoxinus perenurus	1	1	
Anchoa spinifer	1	?	
Orthodon microlepidotus	1	1	
Citharus linguatula	1	1	
Rineloricaria lanceolata	1	1	
Microlepidogaster perforatus	?	1	
Chasmistes cujus	1	?	
Triplomystus	?	?	
Planaltina myersi	1	?	
Lythrurus fasciolaris	1	?	
Tatia neivai	?	1	
Rhamphocottus richardsonii	?	?	
Trachydoras microstomus	1	1	
Lythrurus ardens	1	1	
Corydoras ehrhardti	?	1	
Cyprinella rutila	?	?	
Cyprinella labrosa	1	1	
Luxilus albeolus	1	1	
Macrurocyttus	1	1	
Creagrutus amoenus	?	?	
Stolothrissa tanganicae	1	?	
Centromochlus perugiae	?	1	
Hydrocynus forskahlii	1	1	
Pegasidae	?	?	
Pimephales vigilax	1	1	
Notropis scepticus	1	1	
Schizodon scotorhabdotus	1	?	
Pogonichthys macrolepidotus	1	1	
Scoloplax dolicholophia	?	1	
Jenkinsia lamprotaenia	?	?	
Harpagifer antarcticus	?	1	
Ageneiosus atronasus	1	?	
Nocomis biguttatus	1	1	
Gephyrocharax valencia	1	?	
Carpiodes sp. (Siebert 1987)	?	?	
Pseudotothyris obtusa	?	1	
Lebiasina bimaculata	1	1	
Lasiancistrus caucanus	1	1	
Leporinus jatuncochi	1	?	
Spratelloides delicatulus	1	?	
Limnothrissa miodon	1	?	
Cetopsidium sp. (de Pinna, Ferraris and Vari 2007)	1	1	
Anchoviella carrikeri	1	?	
Creagrutus pila	?	?	
Thoburnia hamiltoni	1	?	
Elassoma	1	?	
Ancharius	1	1	
Cyprinella formosa	1	1	
Characidium sp. (Fink and Fink 1981)	1	1	
Opsariichthys sp. (Cavender and Coburn 1992)	1	?	
Synaptolaemus cingulatus	1	?	
Hisonotus taimensis	?	1	
Melamphaes	1	?	
Parotocinclus collinsae	?	1	
Lythrurus umbratilis	1	1	
Enophrys diceraus	?	?	
Hisonotus notatus	?	1	
Schizodon isognathus	1	?	
Rhinichthys osculus	1	1	
Notropis xaenocephalus	1	1	
Yasuhikotakia modesta	1	1	
Erethistes sp. (de Pinna 1996)	?	1	
Pseudotrematomus scotti	?	1	
Ogilbyina	1	1	
Esox sp. (Fink and Fink 1981)	1	1	
Channichthys rhinoceratus	1	1	
Rasbora dusonensis 2 (Cavender and Coburn 1992)	1	?	
Micralestes cf. acutidens (Zanata and Vari 2005)	1	1	
Luxilus chrysocephalus	1	1	
Agosia chrysogaster	1	1	
Corydoras trilineatus	?	1	
Hoplerythrinus unitaeniatus	1	1	
Malapteruridae	?	1	
Odontostilbe dialeptura	1	?	
Engraulis mordax	?	?	
Corydoras napoensis	?	1	
Corydoras gracilis	?	1	
Brycinus derhami	1	1	
Hesperoleucus symmetricus	1	1	
Aspidoras virgulatus	?	1	
Notropis ariommus	1	1	
Notropis semperasper	1	1	
Notropis texanus	1	1	
Notropis girardi	1	1	
Notropis perpallidus	1	1	
Anchovia surinamensis	1	?	
Landonia latidens	1	?	
Mimagoniates lateralis	1	?	
Cheimarrichthyidae	?	1	
Creagrutus zephyrus	?	?	
Pimephales tenellus	1	1	
Garra sp. (Coburn and Cavender 1992)	1	?	
Micralestes elongatus	1	1	
Distichodus maculatus	1	1	
Anchoviella jamesi	1	?	
Cyclocheilichthys furcatus	1	?	
Bunocephalus sp. 3 (Chen 1994)	?	1	
Neoplecostomus sp. (Britto 2003)	?	1	
Artedidraconidae	?	1	
Corydoras zygatus	?	1	
Lycothrissa crocodilus	1	?	
Lindbergichthys nudifrons	?	1	
Cyprinus	1	?	
Antennariidae	1	1	
Elassodiscus caudatus	?	1	
Moxostoma lacerum	1	?	
Silurus grahami	?	1	
Lepidocephalichthys hasselti	?	?	
Loricariichthys sp. (Schaefer 1987)	1	1	
Astroblepus sp. (Britto 2003)	?	1	
Farlowella sp. (Schaefer 1987)	1	1	
Cichlasoma urophthalmum	1	?	
Loricariidae	?	1	
Catostomus sp. (Fink and Fink 1981)	1	1	
Anchoviella lepidentostole	1	?	
Scopelarchidae	1	1	
Cetopsis othonops	1	1	
Pteragogus	1	1	
Centroberyx	1	?	
Schizodon knerii	1	?	
Notropis bairdi	1	1	
Leporinus cf. fasciatus (Sidlauskas and Vari 2008)	1	?	
Dastilbe crandalli	?	?	
Ctenolucius sp. (Fink and Fink 1981)	1	1	
Careproctus melanurus	?	1	
Coilia rebentischii	?	?	
Moclaybalistes danekrus	1	?	
Doradidae	?	1	
Dorosoma cepedianum	1	?	
Aspidoras rochai	?	1	
Plotosidae	?	1	
Ariidae	?	1	
Barbus barbus	1	1	
Notropis chrosomus	1	1	
Dinoperca	1	?	
Creagrutus figueiredoi	?	?	
Hypophthalmidae	?	1	
Catostomus fumeiventris	1	?	
Ilisha amazonica	1	?	
Leptobotia	?	?	
Pagothenia borchgrevinki	?	1	
Gephyrocharax whaleri	1	?	
Psetta maxima	1	?	
Rivulus breviceps	1	1	
Myctophidae	1	?	
Farlowella sp. (Britto 2003)	?	1	
Cetopsidae	?	1	
Microthrissa royauxi	1	?	
Algansea lacustris	1	1	
Lepidonotothen	?	1	
Notropis potteri	1	1	
Acanthomorpha	1	?	
Centromochlus reticulatus	?	1	
Creagrutus provenzanoi	?	?	
Pleuragramma antarctica	?	1	
Ptychocharax rhyacophila	1	?	
Lepthoplosternum pectorale	?	1	
Hypoptopoma gulare	?	1	
Spinibarbus hollandi	?	?	
Pimephales notatus	1	1	
Boraras brigittae	?	1	
Petulanos plicatus	1	?	
Notropis heterolepis	1	1	
Brevoortia pectinata	1	?	
Cichlasoma ornatum	1	?	
Hozukius guyotensis	?	1	
Alestopetersius hilgendorfi	1	1	
Caenotropus mestomorgmatos	1	?	
Laemolyta garmani	1	?	
Leporinus agassizii	1	?	
Moxostoma mascotae	1	?	
Hemitripterus villosus	?	?	
Scleropages formosus	1	1	
Corydoras bertoni	?	1	
Liobagrus marginatus	?	1	
Erethistidae	?	1	
Albula sp. (Fink and Fink 1981)	1	1	
Microdevario kubotai	?	1	
Corydoras axelrodi	?	1	
Rasbora vaterifloris	?	1	
Dianema urostriatum	1	1	
Esox reichertii	1	?	
Opsaridium ubangiense	?	?	
Parodon caliensis	1	1	
Elassodiscus tremebundus	?	1	
Monacanthus ciliatus	1	?	
Creagrutus maxillaris	?	?	
Hoplias cf. malabaricus (Vari 1995)	?	?	
Notropis buccatus	?	?	
Notropis chiliticus	1	1	
Ageneiosus pardalis	1	?	
Acrobrycon sp. (Burns et al 1995)	1	?	
Alosa mediocris	1	?	
Lile stolifera	1	?	
Brycinus kingsleyae	1	1	
Leporinus ortomaculatus	1	?	
Moxostoma valenciennesi	1	?	
Indonotothenia	?	1	
Devario malabaricus	1	?	
Copionodon orthiocarinatus	?	1	
Parasilurus asotus	1	1	
Trichodon trichodon	?	?	
Cetengraulis edentulus	1	?	
Pseudanos trimaculatus	1	?	
Brachypetersius altus	1	1	
Gila pandora	1	?	
Hybopsis rubrifrons	1	1	
Brachypetersius gabonensis	1	1	
Clupeichthys bleekeri	1	?	
Pteronotropis hypselopterus	1	1	
Parachela oxygastroides	1	?	
Lepidoblepharon ophthalmolepis	1	?	
Parachanos aethiopicus	?	?	
Ixinandria sp. (Britto 2003)	?	1	
Corydoras leucomelas	?	1	
Erimystax	?	1	
Ictalurus pricei	1	1	
Squalius pyrenaicus	1	?	
Iotabrycon praecox	1	?	
Chlorophthalmidae	1	?	
Leporinus tigrinus	1	?	
Phenacobius mirabilis	1	1	
Mirapinnidae	1	?	
Diplomystidae	?	1	
Neoscopelidae	1	?	
Notropis buchanani	1	1	
Petrocephalus	1	?	
Gephyrocharax chocoensis	1	?	
Liparis fabricii	?	1	
Tatia boemia	?	1	
Distichodus notospilus	1	1	
Hisonotus nigricauda	?	1	
Moxostoma lachneri	1	?	
Notropis hypsilepis	1	1	
Cottoperca gobio	?	1	
Dastilbe moraesi	?	?	
Notropis nazas	1	1	
Ictaluridae	?	1	
Schistura spilota	1	1	
Grundulus bogotensis	1	1	
Veliferidae	1	?	
Corydoras arcuatus	?	1	
Algansea barbata	1	1	
Carpiodes carpio	1	1	
Danio erythromicron	?	1	
Clupea pallasii	1	?	
Lipopterichthys sp. (Britto 2003)	?	1	
Lythrurus roseipinnis	1	1	
Salmonidae	?	?	
Pogonophryne scotti	?	1	
Corydoras haraldschultzi	?	1	
Lepturichthys fimbriata	?	?	
Bathysauridae	1	?	
Chaetostoma fischeri	1	1	
Micralestes occidentalis	1	1	
Enchodus petrosus	1	1	
Agoniates anchovia	?	1	
Corydoras eques	?	1	
Brycon sp. (Lucena and Menezes 1998)	?	1	
Otothyris sp. (Schaefer 1991)	?	1	
Catostomus tahoensis	1	?	
Cypriniformes	1	1	
Myxocyprinus asiaticus	1	1	
Prochilodus lineatus	1	1	
Masturus lanceolatus	?	1	
Trachinidae	?	1	
Cyprinella gibbsi	?	?	
Leptobotia taeniops	?	?	
Notropis sallaei	1	?	
Anisochromis	1	1	
Lobocheilos bo	?	?	
Xenolepidichthys	1	?	
Olyridae	?	1	
Clinostomus funduloides	1	1	
Gephyrocharax caucanus	1	?	
Batrochoglanis villosus	?	1	
Hollandichthys multifasciatus	1	?	
Trachichthyidae	1	?	
Hampala macrolepidota	?	?	
Gila ditaenia	?	?	
Liparis inquilinus	?	1	
Oxycheilinus orientalis	1	1	
Labiobarbus festivus	?	?	
Corydoras xinguensis	?	1	
Anoplopoma fimbria	?	?	
Homaloptera gymnogaster	?	?	
Campostoma ornatum	1	1	
Cathorops spixii	1	1	
Bunocephalus sp. 2 (Chen 1994)	?	1	
Rhytiodus lauzannei	1	?	
Creagrutus manu	?	?	
Sardina pilchardus	1	?	
Brycon sp. (Fink and Fink 1981)	1	1	
Creagrutus bolivari	?	?	
Catostomus ardens	1	?	
Notropis greenei	1	1	
Ichthyborus sp. (Fink and Fink 1981)	1	1	
Hypoptopoma sp. (Britto 2003)	?	1	
Rita sp. (Kailola 2004)	1	1	
Amphilophus hogaboomorum	1	?	
Oxycheilinus celebicus	1	1	
Homaloptera sp. (Fink and Fink 1981)	1	1	
Rhinichthys cataractae	1	1	
Enchodus shumardi	?	?	
Aulichthys	1	?	
Rhinichthys atratulus	1	1	
Minytrema melanops	1	?	
Microphysogobio labeoides	?	?	
Epalzeorhynchos frenatum	?	?	
Corydoras guapore	?	1	
Rhynchocypris	?	1	
Creagrutus cracentis	?	?	
Creagrutus anary	?	?	
Pseudotrematomus	?	1	
Petersius conserialis	1	1	
Argopleura sp. (Weitzman and Fink 1985)	1	?	
Catostomus clarkii	1	?	
Holocentridae	1	?	
Aethotaxis mitopteryx	?	1	
Nototheniops nybelini	?	1	
Psednos melanocephalus	?	1	
Corydoras pygmaeus	?	1	
Neosilurus sp. (Kailola 2004)	1	1	
Percomorpha	1	?	
Gephyrocharax melanocheir	1	?	
Centropomus undecimalis	?	?	
Catostomus santaanae	1	?	
Helicolenus hilgendorfii	?	1	
Cyprinella proserpina	?	?	
Parapsettus panamensis	1	1	
Rhodeus ocellatus	1	?	
Nototheniops	?	1	
Doratonotus	1	1	
Lipopterichthys carrioni	1	1	
Cyprinella xanthicara	?	?	
Algansea aphanea	1	1	
Opisthonema berlangai	1	?	
Oxyropsis wrightiana	1	1	
Brycon dentex	1	1	
Squalidus intermedius	?	?	
Cyclocheilichthys enoplos	1	?	
Tomocichla sieboldii	1	?	
Pteronotropis hubbsi	1	1	
Rhinogobio typus	?	?	
Gibberichthys	1	?	
Anchoa januaria	1	?	
Acheilognathus macropterus	?	?	
Schilbe laticeps	1	1	
Creagrutus vexillapinnus	?	?	
Amblycipitidae	?	1	
Pseudogastromyzon myersi	?	?	
Cyttidae	1	?	
Neoplecostomus paranensis	1	1	
Hybopsis amnis	1	1	
Vieja fenestrata	1	?	
Tribolodon hakonensis	?	?	
Heteropneustidae	?	1	
Steindachnerina elegans	1	1	
Laeviscutella dekimpei	1	?	
Citharinus sp. (DiDario 2004)	?	?	
Hypsophrys nicaraguensis	1	?	
Yuriria alta	1	1	
Mastacembelus vanderwaali	?	1	
Ancistrus chagresi	1	1	
Anodus elongatus	1	1	
Anostomus anostomus	1	?	
Lythrurus alegnotus	1	?	
Creagrutus ortegai	?	?	
Lates mariae	?	?	
Pseudocheilinus	1	1	
Pseudotocinclus tietensis	?	1	
Corydoras stenocephalus	?	1	
Deltistes luxatus	1	?	
Aspidoras belenos	?	1	
Thryssa mystax	1	?	
Hypostomus margaritifer	?	1	
Curimata macrops	1	1	
Mochokidae	?	1	
Gephyrocharax intermedius	1	?	
Esomus metallicus	?	?	
Leporinus gomesi	1	?	
Protacanthodes ombonii	1	?	
Chacidae	?	1	
Leucaspius delineatus	1	?	
Tatia gyrina	?	1	
Hyperlophus vittatus	1	?	
Campostoma oligolepis	1	1	
Margariscus	?	1	
Centromochlus schultzi	?	1	
Barbonymus schwanenfeldii	1	?	
Algansea popoche	1	1	
Odaxothrissa mento	1	?	
Sisoridae	?	1	
Paraliparis bathybius	?	1	
Heterocheirodon	1	?	
Nematalosa erebi	1	?	
Lebiasina sp. (Vari 1995)	?	?	
Richardsonius balteatus	1	1	
Cyprinella bocagrande	?	?	
Oxycheilinus bimaculatus	1	1	
Nandopsis haitiensis	1	?	
Aspredinidae	?	1	
Macrotocinclus flexilis	?	1	
Exoglossum	?	1	
Homaloptera orthogoniata	?	?	
Cyprinella garmani	?	?	
Channichthyidae	?	1	
Notropis candidus	1	1	
Symphodus	1	1	
Plagiotremus azaleus	1	?	
Ichthyborus ornatus	1	1	
Xyliphius sp. (Chen 1994)	?	1	
Plagiotremus goslinei	1	?	
Erimyzon oblongus	1	1	
Centromochlus concolor	?	1	
Glandulocauda melanogenys	1	?	
Akysidae	?	1	
Amatitlania nigrofasciata	1	?	
Phenacobius uranops	1	1	
Notropis dorsalis	1	1	
Anoplogastridae	1	?	
Rharbichthys ferox	1	1	
Cyprinella analostana	?	?	
Cheilinus chlorourus	1	1	
Glandulocauda melanopleura	1	?	
Ornategulum sardinoides	?	?	
Parotocinclus sp. (Britto 2003)	?	1	
Porocottus allisi	?	?	
Luxilus zonistius	1	1	
Notropis atrocaudalis	1	1	
Alestes macrophthalmus	1	1	
Eumicrotremus orbis	?	1	
Pterothrissus	1	?	
Astroblepus orientalis	?	1	
Citharinus sp. (Sidlauskas and Vari 2008)	1	?	
Creagrutus melanzonus	?	?	
Monocentridae	1	?	
Santanaclupea	1	?	
Abramis brama	?	?	
Parotocinclus sp. (Schaefer 1991)	?	1	
Cephalosilurus albomarginatus	?	1	
Abramites hypselonotus	1	?	
Pseudotrichonotidae	1	?	
Phoxinus oxycephalus	?	?	
Ballerus ballerus	?	?	
Parachaenichthys charcoti	?	1	
Oxylebius pictus	?	?	
Vomeridens infuscipinnis	?	1	
Anchoa lamprotaenia	1	?	
Balantiocheilos melanopterus	?	?	
Chondrostoma nasus	?	?	
Gobionotothen	?	1	
Microlepidogaster sp. (Schaefer 1991)	?	1	
Catostomus leopoldi	1	?	
Phoxinus neogaeus	1	1	
Albula vulpes	1	?	
Creagrutus ignotus	?	?	
Hypentelium roanokense	?	?	
Notropis telescopus	1	1	
Phoxinus oreas	1	1	
Sturisoma sp. (Schaefer 1987)	1	1	
Trichomycterus zonatus	?	1	
Dissostichus	?	1	
Mylopharodon conocephalus	1	1	
Mesoborus sp. (Fink and Fink 1981)	1	1	
Oxycheilinus mentalis	1	1	
Boraras urophthalmoides	?	1	
Hybognathus sp. (Coburn and Cavender 1992)	1	?	
Spintherobolus papilliferus	1	?	
Paraliparis garmani	?	1	
Careproctus rastrinus	?	1	
Thryssa hamiltonii	1	?	
Cirrhinus molitorella	?	?	
Bryconamericus brevirostris	1	1	
Niphon spinosus	?	?	
Moxostoma anisurum	1	?	
New genus (Schaefer 1991)	?	1	
Creagrutus ouranonastes	?	?	
Rubiesichthys gregalis	?	?	
Histiodraco velifer	?	1	
Couesius	?	1	
Herichthys bartoni	1	?	
Diretmidae	1	?	
Notropis amoenus	1	1	
Cheilinus trilobatus	1	1	
Gnathodolus bidens	1	?	
Leporinus friderici	1	?	
Parotocinclus polyochrus	?	1	
Oreosomatidae	1	1	
Centromochlus sp. (Rio Negro) (Royero 1999)	1	1	
Tribolodon	?	1	
Cichlasoma atromaculatum	1	?	
Hybopsis winchelli	1	1	
Argopleura magdalenensis	1	?	
Konosirus punctatus	1	?	
Creagrutus atratus	?	?	
Caproidae	?	?	
Cheirodon pisciculus	1	?	
Thorichthys affinis	1	?	
Argopleura diquensis	1	?	
Odontostilbe fugitiva	1	?	
Anchoa marinii	1	?	
Danio margaritatus	?	1	
Labeo chrysophekadion	?	?	
Notropis blennius	1	1	
Chelaethiops elongatus	?	?	
Notropis altipinnis	1	1	
Creagrutus occidaneus	?	?	
Stephanolepis hispidus	1	?	
Lepidocephalichthys berdmorei	?	?	
Sinogastromyzon puliensis	1	1	
Armigatus brevissimus	?	?	
Notropis ortenburgeri	1	1	
Pimelodidae	?	1	
Labracinus	1	1	
Eremichthys	?	1	
Catostomus occidentalis	1	?	
Hemibarbus labeo	?	?	
Sprattus sprattus	?	?	
Epalzeorhynchos kalopterus	?	?	
Sebastiscus marmoratus	?	1	
Relictus solitarius	1	1	
Chitala	?	?	
Lates stappersii	?	?	
Triacanthodes anomalus	1	?	
Notropis jemezanus	1	1	
Notropis maculatus	1	1	
Creagrutus nigrostigmatus	?	?	
Catostomus platyrhynchus	1	?	
Astroblepus boulengeri	1	1	
Phenacobius crassilabrum	1	1	
Gordichthys conquensis	?	?	
Patagonotothen ramsayi	?	1	
Pseudocheilinops	1	1	
Gobiobotia pappenheimi	?	?	
Astroblepidae	?	1	
Compsura gorgonae	1	?	
Notothenia	?	1	
Cheilinus oxycephalus	1	1	
Anostomus ternetzi	1	?	
Apareiodon sp. (Fink and Fink 1981)	1	1	
Pseudopimelodus mangurus	?	1	
Nipponocypris temminckii	1	1	
Megalops sp. (Fink and Fink 1981)	1	1	
Otocinclus sp. (Schaefer 1987)	1	1	
Ictiobus labiosus	?	?	
Ilisha africana	1	?	
Nematalosa papuensis	1	?	
Erimyzon tenuis	1	?	
Rasbora dusonensis	1	?	
Berycidae	1	?	
Creagrutus menezesi	?	?	
Algansea tincella	1	1	
Rondeletiidae	1	?	
Kraemeriidae	?	?	
Notropis rubricroceus	1	?	
Enchodus venator	1	1	
Dissostichus mawsoni	?	1	
Lamontichthys filamentosus	1	1	
Cheirodontops geayi	1	?	
Eospinus daniltshenkoi	1	?	
Exoglossum maxillingua	?	?	
Aethotaxis	?	1	
Ochetobius elongatus	?	?	
Creagrutus affinis	?	?	
Microglanis aff. iberingi (Shibatta 1998)	?	1	
Cheilinus fasciatus	1	1	
Kronichthys heylandi	1	1	
Macropsobrycon uruguayanae	1	?	
Gila robusta	1	?	
Carpiodes velifer	1	?	
Chasmistes liorus	1	?	
Hypostomus sp. (Schaefer 1987)	1	1	
Dianema sp. (Kailola 2004)	1	1	
Pachychilon pictum	?	?	
Saccoderma melanostigma	1	?	
Distichodus sp. (Sidlauskas and Vari 2008)	1	?	
Leptocypris niloticus	?	?	
Piabina argentea	?	?	
Tinca tinca	1	?	
Laemolyta proxima	1	?	
Cyprinella lepida	?	?	
Podothecus veternus	?	?	
Eolates aquensis	?	?	
Cichlasoma salvini	1	?	
Rhamdia sp. (Kailola 2004)	1	1	
Cyprinella leedsi	?	?	
Hypomasticus megalepis	1	?	
Xenisthmidae	?	?	
Cygnodraco mawsoni	?	1	
Sardinella albella	1	?	
Brachymystax lenok	1	1	
Stolephorus indicus	1	?	
Pyrrhulina sp. (Vari 1995)	?	?	
Uranoscopidae	?	1	
Creagrutus machadoi	?	?	
Hypoptopoma steindachneri	?	1	
Rhodeus spinalis	?	?	
Beaufortia leveretti	?	?	
Richardsonius egregius	1	1	
Garra rossica	?	?	
Parazenidae	1	1	
Prohollardia avita	1	?	
Mylocheilus caurinus	1	1	
Creagrutus paraguayensis	?	?	
Notothenia coriiceps	?	1	
Moxostoma hubbsi	1	?	
Iracema caiana	?	1	
Aphyocheirodon hemigrammus	1	?	
Hoplostethus	1	?	
Ptychocheilus oregonensis	?	?	
Wetmorella nigropinnata	1	1	
Liparis pulchellus	?	1	
Barilius barna	?	?	
Pseudobagarius baramensis	?	1	
Percophidae	?	1	
Plagiotremus phenax	1	?	
Blicca bjoerkna	?	?	
Palaeolycus dreginensis	1	1	
Evermannellidae	1	1	
Eurypholis pulchellus	1	1	
Plagiotremus laudandus	1	?	
Limatulichthys griseus	1	1	
Serrapinnus	1	?	
Zeidae	1	1	
Labeo senegalensis	?	?	
Eleotridae	?	?	
Cyprinella	?	1	
Tomocichla tuba	1	?	
Assiculoides	1	1	
Parotocinclus spilosoma	?	1	
Tautoga	1	1	
Genus C species C (Malabarba 1998)	1	?	
Parambassis wolffii	?	?	
Rutilus rutilus	?	?	
Alosa caspia	1	?	
Osteochilus melanopleurus	?	?	
Semaprochilodus insignis	1	?	
Pseudanos gracilis	1	?	
Ipnopidae	1	?	
Iotichthys phlegethontis	1	1	
Heptapteridae	?	1	
Curimatopsis microlepis	1	?	
Labrus	1	1	
Alepisauridae	1	1	
Indostomidae	1	1	
Amphiliidae	?	1	
Lycenchelys maculata	1	?	
Ichthyodectiformes	?	1	
Poecilocharax sp. (Fink and Fink 1981)	1	1	
Copella sp. (Vari 1995)	?	?	
Creagrutus magoi	?	?	
Puntius conchonius	?	?	
Chasmistes brevirostris	1	?	
Oxycheilinus arenatus	1	1	
Leporinus cf. moralesi (Sidlauskas and Vari 2008)	1	?	
Brachionichthyidae	?	1	
Protacanthodes nimesensis	1	?	
Creagrutus seductus	?	?	
Mystacoleucus marginatus	?	?	
Creagrutus ephippiatus	?	?	
Potamalosa richmondia	1	?	
Setipinna taty	?	?	
Creagrutus cochui	?	?	
Rhodeus sinensis	?	?	
Bovichtus variegatus	?	1	
Creagrutus caucanus	?	?	
Citharoides macrolepis	1	?	
Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)	1	?	
Lepidonotothen squamifrons	?	1	
Saurogobio dumerili	?	?	
Hollandichthys sp. (DiDario 2004)	?	?	
Couesius plumbeus	?	?	
Moxostoma rupiscartes	1	?	
Tharrhias araripis	?	?	
Moringua edwardsi	?	1	
Wetmorella albofasciata	1	1	
Kolpotocheirodon theloura	1	?	
Congiopodus peruvianus	?	1	
Creagrutus britskii	?	?	
Prodontocharax melanotus	1	?	
Dorosoma smithi	1	?	
Barbus callensis	1	1	
Euchiloglanis kishinouyei	?	1	
Nandopsis tetracanthus	1	?	
Sarcocheilichthys variegatus	?	?	
Vieja maculicauda	1	?	
Lycodes tanakae	?	?	
Chaunacidae	?	1	
Fistulariidae	?	?	
Ethmalosa fimbriata	1	?	
Psilorhynchus gracilis	?	?	
Creagrutus mucipu	?	?	
Metzia formosae	?	?	
Moxostoma robustum	1	?	
Cichlasoma istlanum	1	?	
Lophiidae	?	1	
Pseudanos winterbottomi	1	?	
Thoburnia rhothoeca	1	?	
Aphyocypris chinensis	?	?	
Vieja synspila	1	?	
Rasbora steineri	?	?	
Nanocheirodon	1	?	
Cichlasoma festae	1	?	
Erythrinus erythrinus	?	?	
Creagrutus gracilis	?	?	
Elops sp. (DiDario 2004)	?	?	
Tharrhias rochae	?	?	
Bathymaster signatus	?	?	
Rhodeus sericeus	?	?	
Bathylagidae	?	?	
Danio albolineatus	?	?	
Curimata vittata	?	?	
Pagothenia	?	1	
Acanthopleurus serratus	1	?	
Notothenia rossii	?	1	
Cheilinus abudjubbe	1	1	
Paracrossochilus acerus	?	?	
Argentina sphyraena	?	?	
Creagrutus magdalenae	?	?	
Pseudaphritis urvillii	?	1	
Chlidichthys	1	1	
Engraulis anchoita	?	?	
Nannostomus beckfordi	?	?	
Mastacembelus moorii	?	1	
Luvaridae	?	?	
Thoburnia atripinnis	1	?	
Pseudocheirodon arnoldi	1	?	
Careproctus cypselurus	?	1	
Creagrutus gephyrus	?	?	
Paracheilinus	1	1	
Malacosteus niger	1	1	
Hexagrammos lagocephalus	?	?	
Moxostoma austrinum	1	?	
Paraliparis copei	?	1	
Creagrutus atrisignum	?	?	
Trichonotidae	?	1	
Carpathospinosus propheticus	1	?	
Microglanis cibelae	?	1	
Cichlasoma ramsdeni	1	?	
Amsichthys knighti	1	1	
Mugilidae	?	?	
Mastacembelus goro	?	1	
Parabathymyrus	?	1	
Hemiculter leucisculus	?	?	
Mastacembelus platysoma	?	1	
Oxycheilinus unifasciatus	1	1	
Acrossocheilus labiatus	?	?	
Parachromis loisellei	1	?	
Dionda	?	1	
Petenia splendida	1	?	
Schizodon nasutus	1	?	
Mastacembelus nigromarginatus	?	1	
Parazacco fasciatus	?	?	
Dionda episcopa	?	?	
Amphilophus robertsoni	1	?	
Thynnichthys thynnoides	?	?	
Amphilophus macracanthus	1	?	
Leporellus pictus	1	?	
Scorpaena scrofa	?	?	
Devario aequipinnatus	?	?	
Kneria sp. (DiDario 2004)	?	?	
Anabantidae	1	1	
Rasborichthys helfrichii	?	?	
Parachromis motaguensis	1	?	
Catostomus discobolus	1	?	
Gila orcuttii	?	?	
Catostomus plebeius	1	?	
Gyrinocheilus aymonieri	?	?	
Barbourisiidae	1	?	
